player_id,player_name,age,team,position,height_cm,weight_kg,market_value_eur,matches_played,total_minutes,total_goals,total_assists,total_shots_on_target,total_xg,total_xa,avg_pass_accuracy,total_defensive_actions,total_distance_km,max_top_speed_kmh,avg_stamina_score,avg_player_rating
P00023,Ousmane Todibo,24,France,Forward,182,79,23420128,34,1625,6,2,14,3.75,0.7100000000000001,0.7823529411764706,29,181.1,36.7,83.2,4.894117647058824
P00024,Aurelien Griezmann,26,France,Forward,182,75,7661606,34,1307,3,3,1,1.3599999999999999,0.5700000000000001,0.7758823529411765,23,139.4,36.2,82.53235294117647,3.7941176470588234
P00025,Eduardo Tchouameni,28,France,Forward,186,78,9165626,34,1062,4,4,0,0.78,0.3,0.7991176470588236,22,119.3,36.3,80.14999999999999,3.0176470588235293
P00026,Theo Hernandez,33,France,Forward,181,72,8331439,34,1210,0,1,2,1.79,0.67,0.7629411764705882,25,138.2,37.0,80.09411764705882,3.8764705882352946
P00027,Joshua Musiala,27,Germany,Goalkeeper,185,80,16147932,34,623,0,0,0,0.0,0.0,0.713529411764706,16,61.2,32.6,74.57058823529412,1.5205882352941178
P00028,Jamal Havertz,23,Germany,Goalkeeper,192,81,10300842,34,777,0,0,0,0.0,0.0,0.7402941176470589,22,72.8,31.1,77.23823529411764,1.8558823529411765
P00029,Leroy Schlotterbeck,29,Germany,Goalkeeper,195,81,11689568,34,1222,0,0,0,0.0,0.0,0.7314705882352941,27,114.9,32.7,80.7235294117647,2.8058823529411767
P00030,Joshua Rudiger,26,Germany,Defender,184,79,3359673,34,1327,1,2,0,0.03,0.05,0.8091176470588236,174,140.9,37.0,81.72647058823529,3.7176470588235295
P00031,Jamal Goretzka,28,Germany,Defender,183,74,1406618,34,1267,0,0,1,0.13,0.1,0.8220588235294117,168,135.9,35.5,81.97058823529412,2.908823529411765
P00032,Leroy Werner,29,Germany,Defender,184,79,72433298,34,1168,1,2,0,0.04,0.22,0.8070588235294118,142,118.60000000000001,36.0,83.19117647058823,3.735294117647059
P00033,Kai Neuer,21,Germany,Defender,180,72,2213941,34,1242,2,0,0,0.04,0.07,0.8270588235294118,142,133.5,36.6,81.49411764705883,3.7676470588235293
P00034,Antonio Gnabry,21,Germany,Defender,179,76,5171626,34,885,2,0,0,0.27,0.0,0.8061764705882353,125,101.3,35.6,80.22647058823529,3.3000000000000003
P00035,Nico Ginter,24,Germany,Defender,183,72,81562649,34,1179,0,1,1,0.01,0.16,0.8370588235294117,154,126.0,37.0,82.51470588235294,3.6411764705882352
P00036,Leon Sule,25,Germany,Defender,186,72,37122019,34,1556,2,1,0,0.24,0.27,0.8220588235294117,172,159.8,36.1,84.99411764705883,5.18235294117647
P00037,Florian Brandt,31,Germany,Defender,183,75,1573030,34,1551,1,1,0,0.12,0.34,0.8138235294117647,191,158.3,36.1,82.71764705882353,4.511764705882353
P00038,Timo Henrichs,27,Germany,Defender,186,81,2921243,34,1602,1,1,0,0.22000000000000003,0.19,0.8202941176470588,198,160.7,36.0,82.15588235294118,4.1000000000000005
P00039,Joshua Tah,23,Germany,Midfielder,176,73,3362502,34,1099,1,1,0,0.27,0.36000000000000004,0.8491176470588235,52,136.0,36.0,81.00882352941177,3.5029411764705882
P00040,Jamal Koch,24,Germany,Midfielder,175,78,48977955,34,1466,5,5,1,0.35000000000000003,2.58,0.8641176470588235,96,175.5,36.0,84.72941176470589,5.108823529411764
P00041,Leroy Klostermann,27,Germany,Midfielder,187,74,12569783,34,1044,3,0,1,0.13999999999999999,0.17,0.8497058823529412,74,138.1,35.2,79.25294117647059,3.7235294117647055
P00042,Kai Can,24,Germany,Midfielder,174,75,53991561,34,1462,0,3,2,0.22,1.3,0.8394117647058823,78,177.1,37.0,82.21176470588235,4.408823529411765
P00043,Antonio Fulle,24,Germany,Midfielder,181,85,5214898,34,841,0,2,0,0.18000000000000002,0.9,0.8508823529411764,45,92.0,37.0,77.36470588235295,2.485294117647059
P00044,Nico Volland,25,Germany,Midfielder,179,77,42603093,34,1480,2,6,6,0.71,2.79,0.8391176470588235,83,182.8,37.0,86.22647058823529,4.81764705882353
P00045,Leon Gotze,34,Germany,Midfielder,169,70,6709983,34,1323,7,0,1,0.37,1.47,0.8491176470588235,69,153.1,35.3,80.5,3.605882352941176
P00046,Florian Musiala,22,Germany,Midfielder,175,72,14187209,34,1323,2,2,3,0.7,1.34,0.8620588235294118,80,160.4,35.4,82.20588235294117,3.8029411764705885
P00047,Joshua Fulle,29,Germany,Forward,176,72,41857821,34,1361,4,3,12,2.5100000000000002,1.32,0.7611764705882352,27,149.6,36.7,83.75588235294117,4.235294117647059
P00048,Jamal Volland,25,Germany,Forward,175,73,8963942,34,1217,2,0,2,0.76,0.66,0.7920588235294117,28,133.7,36.4,78.41470588235293,3.335294117647059
P00049,Leroy Gotze,25,Germany,Forward,179,79,5207627,34,981,3,1,2,0.3,0.79,0.7802941176470588,13,115.5,35.7,79.92058823529412,3.0029411764705882
P00050,Kai Musiala,32,Germany,Forward,176,72,7978270,34,1450,5,4,2,2.1999999999999997,0.32,0.7991176470588236,26,161.7,36.1,81.03235294117647,4.185294117647059
P00051,Antonio Havertz,28,Germany,Forward,177,75,6559003,34,1303,1,0,2,1.45,0.5599999999999999,0.791764705882353,32,149.3,35.9,77.99411764705883,3.8794117647058823
P00052,Nico Schlotterbeck,30,Germany,Forward,191,79,20389682,34,1106,5,2,8,2.04,0.26,0.7802941176470588,18,129.3,36.4,81.92647058823529,3.5441176470588234
P00053,Pedro Gavi,36,Spain,Goalkeeper,191,80,2084465,45,814,0,0,0,0.0,0.0,0.7140000000000001,15,75.8,32.0,77.99777777777778,1.4466666666666665
P00054,Gavi Morata,27,Spain,Goalkeeper,190,75,1484206,45,1290,0,1,0,0.0,0.0,0.7088888888888889,23,123.0,31.6,80.39777777777778,2.191111111111111
P00055,Rodri Fati,26,Spain,Goalkeeper,195,75,4384884,45,1278,0,0,0,0.0,0.0,0.7182222222222222,32,117.2,31.2,78.17555555555556,2.2644444444444445
P00056,Pedro Torres,24,Spain,Defender,176,78,15191371,45,1621,1,0,0,0.04,0.22,0.8197777777777778,211,173.9,35.6,84.09333333333333,3.617777777777778
P00057,Gavi Asensio,22,Spain,Defender,187,76,1169641,45,1891,2,1,0,0.06,0.03,0.8266666666666668,212,197.2,36.3,81.52444444444444,3.6599999999999997
P00058,Rodri Laporte,27,Spain,Defender,188,80,12330574,45,1993,0,3,0,0.13,0.2,0.8260000000000001,249,218.1,35.5,82.07111111111111,4.264444444444445
P00059,Alvaro Oyarzabal,23,Spain,Defender,191,81,13325174,45,1484,0,1,0,0.0,0.48000000000000004,0.8271111111111111,163,157.3,37.0,83.45777777777778,3.7
P00060,Ferran Pau,35,Spain,Defender,179,72,2223129,45,1759,0,0,1,0.08,0.13,0.8224444444444444,212,179.0,35.8,79.4888888888889,3.6799999999999997
P00061,Ansu Alba,28,Spain,Defender,193,83,22482687,45,2013,1,2,0,0.06999999999999999,0.27,0.8353333333333334,242,209.9,36.6,84.57111111111111,4.717777777777778
P00062,Marco Carvajal,33,Spain,Defender,175,73,50389187,45,1567,1,0,0,0.06,0.21999999999999997,0.8186666666666668,166,162.9,35.4,81.96666666666667,4.388888888888889
P00063,Dani Garcia,28,Spain,Defender,183,80,2850234,45,1586,1,0,0,0.03,0.11,0.8313333333333333,190,175.5,36.2,81.77111111111111,3.5733333333333337
P00064,Aymeric Yamal,27,Spain,Defender,181,80,4476815,45,1358,0,1,0,0.13,0.08,0.8255555555555555,178,137.8,35.8,79.64444444444445,3.017777777777778
P00065,Pedro Riquelme,24,Spain,Midfielder,171,67,6535074,45,1241,4,1,0,0.37,0.49,0.8355555555555556,56,155.6,35.5,81.96444444444445,3.311111111111111
P00066,Gavi Ramos,18,Spain,Midfielder,177,72,125015698,45,1838,1,7,3,0.95,3.63,0.8493333333333333,102,211.7,34.5,84.75777777777778,4.431111111111111
P00067,Rodri Alonso,25,Spain,Midfielder,183,78,9912074,45,1963,3,1,0,0.37,1.72,0.8520000000000001,116,230.5,37.0,79.24222222222222,4.002222222222222
P00068,Alvaro Llorente,19,Spain,Midfielder,186,80,37350285,45,1450,2,6,1,0.22999999999999998,2.36,0.8497777777777779,84,179.8,36.2,83.04,3.704444444444444
P00069,Ferran Cubarsi,24,Spain,Midfielder,181,81,16807939,45,1680,2,2,1,1.29,1.46,0.8411111111111111,102,210.1,35.1,80.79333333333332,3.882222222222222
P00070,Ansu Le Normand,19,Spain,Midfielder,178,75,4918927,45,1480,3,4,0,0.72,1.56,0.8426666666666667,88,182.3,37.0,78.35333333333334,3.348888888888889
P00071,Marco Mikel,18,Spain,Midfielder,183,70,41434814,45,1868,2,4,1,0.62,1.5,0.8462222222222222,99,228.7,35.1,81.69555555555556,3.8844444444444446
P00072,Dani Gavi,21,Spain,Midfielder,181,78,34588916,45,1693,4,9,0,0.56,2.79,0.8555555555555555,86,206.3,35.2,82.17333333333333,3.9844444444444447
P00073,Pedro Cubarsi,20,Spain,Forward,182,74,11805512,45,1701,4,4,5,0.68,1.11,0.7804444444444444,37,182.8,37.0,81.26444444444445,3.5733333333333337
P00074,Gavi Le Normand,25,Spain,Forward,172,70,27469713,45,1713,4,4,15,5.88,1.06,0.7742222222222221,33,180.2,37.0,83.84,4.171111111111111
P00075,Rodri Mikel,25,Spain,Forward,173,73,48284094,45,1528,6,6,5,1.53,0.8,0.7708888888888888,26,178.0,37.0,82.2,3.3866666666666667
P00076,Alvaro Gavi,28,Spain,Forward,183,75,13496935,45,1488,8,5,8,2.4,1.02,0.7873333333333333,18,160.4,36.8,79.78666666666666,3.4466666666666663
P00077,Ferran Morata,26,Spain,Forward,188,78,19184237,45,1874,7,3,9,2.27,0.71,0.7644444444444444,39,207.9,37.0,83.95333333333333,4.206666666666667
P00078,Ansu Fati,27,Spain,Forward,182,72,2617484,45,2098,5,6,4,2.46,1.57,0.7902222222222223,34,228.29999999999998,35.2,81.80444444444444,4.2
P00079,Harry Bellingham,33,England,Goalkeeper,190,80,16141143,44,1626,0,0,0,0.0,0.0,0.7240909090909091,36,158.9,32.0,81.23863636363636,3.2818181818181817
P00080,Jude Saka,33,England,Goalkeeper,192,78,2995060,44,1268,0,0,0,0.0,0.0,0.7122727272727273,24,114.5,34.7,78.45,2.1772727272727272
P00081,Phil Rashford,34,England,Goalkeeper,197,78,1700087,44,472,0,2,0,0.0,0.0,0.7218181818181818,8,47.9,31.6,77.51363636363637,0.8386363636363636
P00082,Harry Rice,18,England,Defender,183,75,6394802,44,1766,1,1,1,0.02,0.2,0.8288636363636364,235,188.3,37.0,82.79545454545455,3.6159090909090907
P00083,Jude Grealish,23,England,Defender,181,68,42246372,44,1309,1,0,0,0.03,0.45,0.8188636363636363,167,144.5,37.0,82.94772727272726,3.5090909090909093
P00084,Phil Walker,30,England,Defender,184,82,2890294,44,1582,0,1,0,0.05,0.060000000000000005,0.8175,219,160.4,36.2,81.99318181818181,3.475
P00085,Bukayo Alexander-Arnold,20,England,Defender,186,76,5320640,44,1763,1,3,0,0.13,0.07,0.798409090909091,221,192.0,36.1,84.62954545454545,3.661363636363636
P00086,Declan Trippier,27,England,Defender,192,83,43960854,44,2125,1,3,0,0.1,0.35,0.8272727272727273,259,231.6,37.0,87.02045454545454,5.538636363636363
P00087,Marcus Mount,30,England,Defender,175,71,1029642,44,1731,0,1,0,0.14,0.09999999999999999,0.7956818181818182,217,180.8,37.0,83.03636363636363,4.2749999999999995
P00088,Jack Toney,31,England,Defender,181,78,1705330,44,1772,1,1,0,0.13,0.07,0.816590909090909,217,178.5,37.0,81.47727272727273,3.9545454545454546
P00089,John Palmer,32,England,Defender,186,76,25467909,44,1648,3,1,0,0.11,0.06,0.8202272727272728,190,167.5,35.5,82.47272727272728,3.340909090909091
P00090,Kyle Gallagher,28,England,Defender,191,79,3175537,44,1672,0,0,0,0.16,0.01,0.8177272727272726,223,174.7,37.0,82.39545454545454,3.5704545454545453
P00091,Harry Phillips,24,England,Midfielder,181,77,2621838,44,1019,0,2,0,0.22,1.83,0.8470454545454547,66,126.8,35.4,80.82272727272726,2.743181818181818
P00092,Jude Maddison,30,England,Midfielder,176,67,3020416,44,1067,1,1,1,0.19,0.52,0.854090909090909,56,134.2,36.2,83.78181818181818,2.8227272727272728
P00093,Phil Eze,33,England,Midfielder,171,68,6694892,44,1669,2,8,3,0.59,0.89,0.8522727272727273,86,189.4,36.6,80.7090909090909,3.409090909090909
P00094,Bukayo Ramsdale,18,England,Midfielder,186,81,9656375,44,2069,2,4,2,0.74,1.85,0.8429545454545454,122,246.8,36.4,83.575,4.7318181818181815
P00095,Declan Watkins,32,England,Midfielder,178,77,8284492,44,1662,5,2,0,0.35000000000000003,0.77,0.8459090909090908,81,190.9,37.0,79.89999999999999,3.6181818181818177
P00096,Marcus Chilwell,32,England,Midfielder,181,74,121097496,44,1791,5,5,7,0.71,2.7600000000000002,0.8311363636363637,117,209.8,35.6,85.425,5.263636363636364
P00097,Jack White,35,England,Midfielder,174,82,16431011,44,1800,1,8,3,0.5,1.98,0.8359090909090909,113,205.6,36.3,84.08636363636364,4.284090909090909
P00098,John Bellingham,29,England,Midfielder,185,78,12779416,44,1821,0,4,0,0.35,1.34,0.8436363636363636,118,214.7,36.6,79.31363636363636,3.6431818181818185
P00099,Harry Watkins,25,England,Forward,180,74,3386537,44,2050,5,1,2,1.7,0.49,0.7925,44,217.7,36.0,81.78636363636363,4.572727272727272
P00100,Jude Chilwell,26,England,Forward,194,80,51186750,44,1602,8,2,10,4.16,1.46,0.7722727272727272,38,170.9,36.6,84.18636363636364,3.6386363636363637
P00101,Phil White,23,England,Forward,186,76,39029914,44,1363,8,1,5,5.72,2.9800000000000004,0.7581818181818182,31,149.5,36.3,86.87045454545455,3.938636363636364
P00102,Bukayo Bellingham,26,England,Forward,185,72,15039578,44,1669,6,3,4,0.8,0.41000000000000003,0.7702272727272728,33,175.0,35.8,81.2090909090909,3.6113636363636363
P00103,Declan Saka,27,England,Forward,186,77,11207709,44,1441,10,1,7,1.52,0.97,0.7704545454545454,22,158.6,36.0,82.95681818181818,3.35
P00104,Marcus Rashford,31,England,Forward,174,68,15799908,44,1749,5,3,5,2.5700000000000003,0.48,0.7852272727272727,34,196.3,36.5,80.45681818181818,4.240909090909091
P00105,Gianluigi Chiesa,33,Italy,Goalkeeper,187,75,2092367,53,1064,0,0,0,0.0,0.0,0.7277358490566038,27,106.1,31.5,77.54528301886792,1.6018867924528304
P00106,Federico Tonali,38,Italy,Goalkeeper,183,77,3518278,53,923,0,0,0,0.0,0.0,0.7083018867924528,17,83.7,31.1,76.99245283018868,1.3471698113207549
P00107,Nicolo Immobile,29,Italy,Goalkeeper,189,79,2791089,53,1992,0,1,0,0.0,0.0,0.7011320754716981,41,189.6,33.1,81.02264150943395,2.939622641509434
P00108,Gianluigi Verratti,31,Italy,Defender,182,71,5678945,53,1792,0,1,1,0.16999999999999998,0.05,0.8243396226415094,223,196.4,36.3,80.47735849056605,3.2226415094339624
P00109,Federico Pellegrini,24,Italy,Defender,172,71,13518441,53,2099,0,4,0,0.05,0.38,0.8139622641509434,216,225.8,36.3,82.80943396226414,3.9301886792452834
P00110,Nicolo Bastoni,29,Italy,Defender,182,80,4258075,53,2284,0,2,0,0.05,0.5,0.8267924528301887,294,245.5,34.7,81.8811320754717,3.983018867924528
P00111,Sandro Scamacca,26,Italy,Defender,184,75,2779126,53,2272,2,1,0,0.13,0.06,0.8249056603773585,256,239.0,36.3,83.17547169811321,3.816981132075472
P00112,Marco Locatelli,24,Italy,Defender,186,74,42849612,53,1856,0,1,1,0.04,0.27999999999999997,0.8171698113207547,214,193.8,36.5,82.68679245283018,3.9415094339622643
P00113,Ciro Spinazzola,31,Italy,Defender,186,77,1767995,53,2177,0,1,0,0.17,0.08,0.8243396226415094,255,229.9,36.8,82.55471698113207,3.9981132075471697
P00114,Lorenzo Frascati,20,Italy,Defender,192,76,39892640,53,2109,0,3,0,0.15000000000000002,0.48000000000000004,0.8245283018867925,245,225.3,36.8,86.87358490566038,4.718867924528301
P00115,Stephan Guglielmo,25,Italy,Defender,189,77,112187356,53,1941,0,1,0,0.04,0.11,0.8243396226415094,225,210.20000000000002,37.0,84.84905660377359,4.681132075471698
P00116,Alessandro Udogie,24,Italy,Defender,185,77,5208350,53,2263,0,1,1,0.04,0.27,0.8371698113207546,254,231.20000000000002,36.7,81.67547169811321,3.7849056603773583
P00117,Gianluigi Di Lorenzo,34,Italy,Midfielder,182,74,12170058,53,1904,4,4,2,0.65,2.06,0.8545283018867924,107,233.4,37.0,81.98490566037735,3.2622641509433965
P00118,Federico Berardi,27,Italy,Midfielder,182,79,52387376,53,1982,2,4,5,1.09,1.08,0.860754716981132,110,222.6,36.4,83.07735849056604,4.367924528301887
P00119,Nicolo Vicario,27,Italy,Midfielder,170,74,6332763,53,1678,1,5,0,0.65,1.82,0.8558490566037735,98,201.8,35.9,80.82830188679245,3.0
P00120,Sandro Bellanova,22,Italy,Midfielder,174,70,61013834,53,2043,9,7,3,0.61,1.4300000000000002,0.8509433962264151,102,245.8,36.5,84.14905660377357,4.037735849056604
P00121,Marco Calafiori,24,Italy,Midfielder,184,76,10349123,53,1655,0,0,0,0.29,1.2,0.8492452830188679,90,193.4,37.0,81.59622641509435,3.158490566037736
P00122,Ciro Colpani,26,Italy,Midfielder,177,76,37583779,53,1821,4,5,6,0.09999999999999999,3.58,0.8535849056603774,111,222.0,37.0,83.36981132075472,4.205660377358491
P00123,Lorenzo Retegui,34,Italy,Midfielder,177,74,5468237,53,2493,3,3,0,0.41000000000000003,1.42,0.8366037735849056,130,302.4,37.0,83.22830188679247,4.411320754716981
P00124,Stephan Chiesa,27,Italy,Midfielder,177,75,8878530,53,2217,1,6,2,1.04,2.24,0.8613207547169811,141,260.8,37.0,83.72830188679247,4.186792452830189
P00125,Gianluigi Calafiori,25,Italy,Forward,189,77,123748005,53,1928,13,8,16,2.53,2.54,0.7786792452830189,42,216.3,35.9,84.4943396226415,3.9132075471698116
P00126,Federico Colpani,29,Italy,Forward,175,74,132284994,53,2037,12,8,15,4.82,1.8,0.78,31,220.5,37.0,83.05471698113207,4.041509433962264
P00127,Nicolo Retegui,29,Italy,Forward,182,80,11905673,53,2124,4,3,2,1.76,1.93,0.780188679245283,37,230.6,36.3,82.14905660377357,4.009433962264151
P00128,Sandro Chiesa,31,Italy,Forward,185,78,5781531,53,1616,1,1,3,0.42,0.62,0.7945283018867925,25,176.1,36.1,79.97547169811321,3.422641509433962
P00129,Marco Tonali,27,Italy,Forward,171,68,11851880,53,2488,7,3,5,0.97,1.4,0.7890566037735849,58,267.6,37.0,81.81509433962263,4.715094339622642
P00130,Ciro Immobile,31,Italy,Forward,163,72,11478348,53,1435,1,3,2,1.57,1.17,0.7920754716981131,21,159.2,36.9,80.6622641509434,3.0679245283018868
P00131,Frenkie Gakpo,29,Netherlands,Goalkeeper,188,82,15983743,54,1342,0,3,0,0.0,0.0,0.715,27,122.2,33.7,80.16296296296296,2.327777777777778
P00132,Cody Blind,37,Netherlands,Goalkeeper,191,80,4711160,54,1426,0,1,0,0.0,0.0,0.722037037037037,30,134.3,31.8,78.47592592592592,2.0
P00133,Memphis van Dijk,31,Netherlands,Goalkeeper,190,83,7105500,54,1355,0,0,0,0.0,0.0,0.7342592592592593,22,131.3,31.6,79.84814814814816,2.1277777777777778
P00134,Frenkie de Ligt,25,Netherlands,Defender,191,84,3079799,54,1866,0,1,0,0.21,0.33,0.8214814814814815,226,197.1,36.0,81.98888888888888,3.3629629629629627
P00135,Cody Dumfries,30,Netherlands,Defender,181,78,26893686,54,2567,2,0,0,0.23,0.47000000000000003,0.8433333333333333,306,269.6,36.6,84.59629629629629,4.687037037037037
P00136,Memphis Simons,26,Netherlands,Defender,179,73,89592644,54,2085,0,0,0,0.4,0.1,0.8022222222222223,245,223.6,34.8,83.1,4.348148148148148
P00137,Daley Berghuis,26,Netherlands,Defender,187,75,3632122,54,1909,0,2,0,0.19,0.02,0.8127777777777778,207,209.9,35.9,80.77777777777777,3.4018518518518515
P00138,Matthijs Timber,31,Netherlands,Defender,192,75,3113021,54,1664,2,1,0,0.06,0.05,0.8224074074074074,219,181.7,37.0,79.07037037037037,3.264814814814815
P00139,Virgil Weghorst,29,Netherlands,Defender,189,79,28344304,54,1867,0,2,0,0.57,0.27,0.8064814814814815,228,195.9,36.4,81.56851851851852,4.312962962962963
P00140,Denzel Malen,27,Netherlands,Defender,183,76,19251935,54,1366,0,2,0,0.11,0.05,0.8394444444444444,157,148.6,34.7,79.5,2.92037037037037
P00141,Teun Gravenberch,18,Netherlands,Defender,179,74,24863794,54,2164,1,2,0,0.08,0.18,0.8088888888888889,238,232.7,35.6,85.75185185185185,4.727777777777778
P00142,Xavi Veerman,29,Netherlands,Defender,189,76,3161289,54,2010,1,0,1,0.13999999999999999,0.27999999999999997,0.8125925925925926,247,212.1,36.8,81.4574074074074,3.5981481481481485
P00143,Frenkie Ake,25,Netherlands,Midfielder,179,76,81570317,54,2226,3,6,2,1.59,4.89,0.8379629629629629,119,263.9,37.0,85.19814814814815,4.812962962962962
P00144,Cody de Jong,25,Netherlands,Midfielder,184,84,30674910,54,2136,2,7,6,0.9500000000000001,3.2600000000000002,0.8475925925925927,126,258.8,37.0,81.26296296296296,3.968518518518519
P00145,Memphis van de Ven,19,Netherlands,Midfielder,181,76,5825326,54,1887,4,1,1,1.21,1.3800000000000001,0.8488888888888889,99,216.6,37.0,81.55555555555556,3.3111111111111113
P00146,Daley Frimpong,24,Netherlands,Midfielder,174,74,29198612,54,2278,5,6,5,1.6400000000000001,1.62,0.8492592592592593,145,270.2,36.2,84.9462962962963,4.777777777777778
P00147,Matthijs Wijndal,25,Netherlands,Midfielder,179,78,3323339,54,2027,2,4,0,0.78,0.85,0.8579629629629629,116,240.3,35.9,79.28888888888889,3.3685185185185187
P00148,Virgil Lang,22,Netherlands,Midfielder,183,78,1940925,54,2079,6,2,3,0.48,1.3,0.8512962962962963,127,256.8,37.0,80.06111111111112,3.6685185185185185
P00149,Denzel Zerrouki,31,Netherlands,Midfielder,180,76,4090830,54,1976,2,2,0,0.58,1.41,0.8457407407407408,124,236.9,35.6,81.77222222222223,3.1185185185185187
P00150,Teun Gakpo,21,Netherlands,Midfielder,177,76,7013403,54,1543,0,3,0,0.05,1.39,0.8450000000000001,72,194.2,37.0,80.8351851851852,3.7092592592592593
P00151,Frenkie Wijndal,30,Netherlands,Forward,172,72,35232276,54,1731,8,6,14,1.52,0.51,0.7877777777777778,35,198.4,36.7,81.76851851851852,3.9166666666666665
P00152,Cody Lang,23,Netherlands,Forward,190,83,118478456,54,2360,10,6,16,2.8,1.32,0.7537037037037038,39,251.6,36.3,85.47037037037036,4.694444444444445
P00153,Memphis Zerrouki,25,Netherlands,Forward,166,71,154445945,54,2235,24,9,17,3.22,1.6,0.789074074074074,39,248.0,36.2,85.57037037037037,4.607407407407408
P00154,Daley Gakpo,26,Netherlands,Forward,185,76,27908261,54,1840,5,5,15,1.65,0.3,0.7799999999999999,38,200.9,37.0,80.71851851851852,3.411111111111111
P00155,Matthijs Blind,20,Netherlands,Forward,184,79,5709728,54,2583,9,8,5,1.35,0.9400000000000001,0.7899999999999999,54,273.5,37.0,81.91111111111111,4.17962962962963
P00156,Virgil van Dijk,29,Netherlands,Forward,177,72,12881745,54,2268,8,6,10,2.49,1.04,0.7824074074074074,52,244.9,35.9,81.12407407407407,3.7203703703703703
P00157,Kevin Lukaku,24,Belgium,Goalkeeper,200,80,3240526,51,1281,0,0,0,0.0,0.0,0.7249019607843137,29,119.10000000000001,33.7,76.4843137254902,1.8529411764705883
